,open,high,low,close,volume,timestamp
62,42715.1,42887.5,42630.1,42885.6,2832.103,1704123000
63,42885.7,42887.3,42768.9,42819.7,3182.806,1704123900
64,42820.0,42890.0,42795.5,42880.0,2412.49,1704124800
65,42879.9,42898.9,42693.1,42753.0,2944.721000000001,1704125700
66,42753.1,42818.9,42732.9,42807.6,1049.318,1704126600
67,42807.9,42812.6,42742.4,42759.7,695.744,1704127500
68,42759.7,42817.0,42753.9,42810.1,756.686,1704128400
69,42810.1,42814.1,42754.9,42765.9,600.103,1704129300
70,42765.9,42779.5,42734.8,42767.0,825.9670000000002,1704130200
71,42766.9,42860.8,42766.9,42847.0,1228.2629999999997,1704131100
72,42847.0,43177.0,42847.0,43148.5,8722.408000000001,1704132000
73,43148.4,43268.0,43072.8,43096.2,6079.057999999999,1704132900
74,43091.5,43200.0,43052.1,43183.1,1987.366,1704133800
75,43183.0,43221.9,43113.7,43148.0,1978.684,1704134700
76,43148.0,43226.6,43133.3,43219.0,1575.8370000000002,1704135600
77,43225.1,43359.9,43176.3,43300.4,3412.6739999999986,1704136500
78,43300.4,43453.0,43270.0,43425.9,5111.868,1704137400
79,43425.9,43593.2,43425.8,43539.4,5499.697999999999,1704138300
80,43595.2,43815.0,43592.5,43692.3,9246.915999999996,1704139200
81,43692.3,43778.8,43604.7,43750.5,4354.063000000001,1704140100
82,43750.3,43888.0,43678.3,43868.5,5220.96,1704141000
83,43869.9,43915.5,43716.5,43753.3,4451.893,1704141900
84,43753.2,43834.8,43750.0,43781.1,2247.943,1704142800
85,43781.1,43853.0,43680.6,43706.7,2426.3100000000004,1704143700
86,43706.6,43713.0,43533.0,43540.1,3686.759999999999,1704144600
87,43540.1,43684.2,43540.1,43679.8,1837.701,1704145500
88,43678.9,43723.8,43566.6,43571.3,1788.5820000000003,1704146400
89,43571.3,43596.6,43426.0,43528.4,2922.2539999999995,1704147300
90,43528.3,43590.6,43503.5,43505.0,1018.4310000000002,1704148200
91,43504.9,43592.7,43504.9,43583.9,860.6380000000001,1704149100
92,43584.0,43760.0,43583.9,43733.8,4050.002000000001,1704150000
93,43733.6,44100.0,43687.0,44059.2,9569.977999999996,1704150900
94,44059.1,44177.0,43989.0,44139.9,7117.597000000001,1704151800
95,44139.9,44266.0,44090.0,44230.2,4597.072,1704152700
96,44230.3,44800.0,44200.9,44746.5,17449.507999999994,1704153600
97,44746.6,44971.0,44548.4,44678.8,16713.256999999983,1704154500
98,44679.4,44846.5,44615.0,44797.8,6301.215,1704155400
99,44797.8,45376.0,44742.0,45179.8,18107.088999999964,1704156300
100,45179.7,45485.7,44937.5,44937.6,17785.889999999985,1704157200
101,44937.5,45144.0,44921.0,45002.5,5387.377,1704158100
102,45002.4,45090.7,44861.0,44878.3,5216.94,1704159000
103,44878.2,44983.4,44750.0,44926.3,4686.128,1704159900
104,44926.6,45055.0,44926.5,45035.0,4216.362,1704160800
105,45035.0,45167.7,44941.1,45167.3,4010.947000000001,1704161700
106,45167.3,45365.0,45120.6,45330.1,4972.411,1704162600
107,45330.2,45428.0,45202.7,45420.0,5316.067999999998,1704163500
108,45420.1,45549.2,45167.3,45286.0,7533.628999999998,1704164400
109,45286.0,45411.7,45222.3,45353.8,3320.3810000000003,1704165300
110,45353.7,45565.0,45339.2,45458.8,4423.303,1704166200
111,45458.9,45491.9,45363.0,45435.0,3213.947,1704167100
112,45434.9,45484.4,45265.2,45419.1,4373.033,1704168000
113,45419.0,45439.0,45308.5,45400.8,2048.842,1704168900
114,45400.8,45402.2,45209.6,45256.1,2705.473,1704169800
115,45256.1,45281.1,45193.1,45211.5,2136.6480000000006,1704170700
116,45211.4,45361.0,45153.0,45344.0,2875.055,1704171600
117,45344.1,45366.0,45266.5,45294.3,1494.035,1704172500
118,45294.2,45334.5,45253.2,45280.6,1190.514,1704173400
119,45280.7,45356.8,45174.8,45218.2,2359.634,1704174300
120,45218.2,45285.5,45163.9,45280.0,1923.63,1704175200
121,45280.0,45320.5,45233.0,45283.4,1219.4790000000005,1704176100
122,45283.5,45334.1,45232.1,45325.8,1124.833,1704177000
123,45325.8,45346.2,45202.8,45202.9,1428.2809999999995,1704177900
124,45202.9,45444.9,45202.5,45377.2,2817.5549999999994,1704178800
125,45377.7,45832.8,45330.2,45502.6,10146.878999999988,1704179700
126,45502.6,45574.1,45325.6,45574.1,5428.893999999999,1704180600
127,45574.0,45574.1,45475.0,45495.5,2995.88,1704181500
128,45495.6,45760.1,45365.0,45699.5,5049.602999999999,1704182400
129,45699.4,45900.0,45638.6,45784.3,11349.864999999996,1704183300
130,45784.2,45905.9,45660.0,45710.0,5196.525999999998,1704184200
131,45710.0,45857.7,45630.2,45816.8,4814.673999999999,1704185100
132,45816.8,45950.0,45713.8,45713.8,5102.848999999998,1704186000
133,45731.8,45914.9,45714.3,45887.8,2158.0999999999995,1704186900
134,45846.3,45877.8,45677.1,45706.1,1921.419,1704187800
135,45706.2,45843.3,45680.1,45730.8,1530.261,1704188700
136,45730.0,45771.8,45600.4,45750.5,3197.8990000000003,1704189600
137,45750.5,45772.8,45650.0,45712.0,1779.312,1704190500
138,45708.3,45719.5,45600.0,45605.4,1267.438,1704191400
139,45631.8,45655.8,45486.8,45655.7,3533.409,1704192300
140,45655.7,45767.6,45612.0,45616.0,2464.39,1704193200
141,45616.1,45648.9,45555.0,45558.0,1238.8569999999995,1704194100
142,45558.0,45614.9,45258.0,45307.9,6311.161999999998,1704195000
143,45306.8,45490.0,45300.6,45486.8,3554.07,1704195900
144,45486.7,45550.0,45391.3,45435.9,3638.852,1704196800
145,45435.9,45530.6,45370.0,45510.4,2113.3090000000007,1704197700
146,45510.5,45655.0,45492.3,45508.0,5255.431999999999,1704198600
147,45509.2,45545.9,45323.2,45355.1,4505.935,1704199500
148,45355.1,45542.8,45316.4,45525.0,2829.9170000000004,1704200400
149,45525.0,45625.2,45384.9,45569.9,5349.783999999997,1704201300
150,45569.8,45760.0,45562.0,45715.0,4172.668,1704202200
151,45715.1,45752.0,45635.2,45686.3,2608.8840000000014,1704203100
152,45686.2,45850.0,45666.0,45815.3,4238.187,1704204000
153,45815.4,45850.0,45590.6,45679.1,4295.536000000001,1704204900
154,45679.1,45714.0,45360.0,45558.5,8932.88,1704205800
155,45558.5,45558.5,45026.0,45293.6,18095.832999999984,1704206700
156,45293.5,45359.9,45109.5,45141.6,7948.499999999999,1704207600
157,45141.7,45162.3,44868.1,45041.2,13731.233999999991,1704208500
158,45041.1,45331.6,44919.0,45314.9,7737.646999999997,1704209400
159,45315.0,45335.5,45180.0,45215.0,3172.1070000000004,1704210300
160,45215.0,45310.2,45051.8,45123.5,4814.712,1704211200
161,45123.4,45229.9,44918.0,45229.8,6684.175999999999,1704212100
162,45229.9,45294.3,45106.0,45279.0,3917.763,1704213000
163,45279.0,45449.2,45224.0,45393.4,4903.642999999998,1704213900
164,45393.4,45423.5,45240.6,45276.1,2446.4810000000007,1704214800
165,45276.0,45331.9,45171.5,45236.0,2635.799,1704215700
166,45236.1,45236.1,44979.9,45096.2,4087.392,1704216600
167,45096.1,45149.0,44990.0,45001.2,3068.416,1704217500
168,45001.3,45151.4,44981.4,45053.3,2981.828,1704218400
169,45053.2,45188.8,44969.6,45157.0,2709.2940000000003,1704219300
170,45157.0,45308.4,45101.7,45111.6,3123.718,1704220200
171,45111.7,45264.5,45085.0,45189.0,2066.457,1704221100
172,45188.9,45286.9,45144.1,45161.6,1730.553,1704222000
173,45161.6,45205.0,44783.3,44902.2,6168.595999999999,1704222900
174,44902.1,45081.2,44837.1,44990.0,2715.5980000000004,1704223800
175,44989.9,45153.2,44906.8,45073.2,1943.205,1704224700
176,45073.3,45190.0,44974.6,45130.0,4056.920999999999,1704225600
177,45130.0,45223.1,44961.5,44987.6,3170.5979999999995,1704226500
178,44987.6,45023.9,44850.0,44867.8,2597.043,1704227400
179,44867.8,45032.0,44762.4,44825.2,5205.718999999999,1704228300
180,44825.1,44885.0,44598.0,44883.9,8445.822999999999,1704229200
181,44884.0,44977.9,44831.2,44844.2,3051.7150000000006,1704230100
182,44845.1,45055.5,44811.3,44980.0,2341.019,1704231000
183,44972.0,45155.0,44953.4,45155.0,3041.604,1704231900
184,45154.9,45338.9,45101.2,45193.0,4375.782999999999,1704232800
185,45193.2,45262.5,45070.0,45098.6,2310.628,1704233700
186,45098.5,45098.6,44951.9,44956.6,2113.646,1704234600
187,44956.6,45149.1,44871.0,45006.7,2794.433,1704235500
188,45006.8,45042.9,44955.6,45018.7,1531.538,1704236400
189,45018.7,45083.1,44985.5,44999.1,1662.5759999999998,1704237300
190,44999.0,44999.1,44818.1,44860.8,2205.8699999999994,1704238200
191,44860.9,45018.8,44830.2,44979.8,1946.728,1704239100
192,44979.7,45099.8,44964.9,45042.3,2370.0400000000004,1704240000
193,45042.3,45050.7,44895.8,44929.2,1626.124,1704240900
194,44929.1,45188.1,44907.7,45188.1,2720.942,1704241800
195,45188.0,45250.7,45071.8,45168.1,3174.066,1704242700
196,45168.0,45257.7,45134.6,45215.5,1602.63,1704243600
197,45215.5,45265.5,45180.9,45189.9,906.557,1704244500
198,45189.8,45282.0,45134.2,45273.5,1300.689,1704245400
199,45273.5,45379.2,45238.3,45347.8,2614.487,1704246300
200,45347.8,45463.5,45309.3,45312.1,3185.035,1704247200
201,45312.0,45362.0,45251.7,45353.0,1866.6010000000003,1704248100
202,45353.0,45389.7,45283.2,45307.3,1226.585,1704249000
203,45307.3,45321.4,45253.8,45312.7,838.6279999999999,1704249900
204,45312.6,45335.2,45225.6,45312.8,1281.7400000000002,1704250800
205,45312.8,45346.8,45254.9,45266.6,844.7139999999999,1704251700
206,45266.5,45273.1,45188.0,45236.9,1039.6259999999995,1704252600
207,45236.8,45300.7,45215.4,45297.8,651.3879999999999,1704253500
208,45297.8,45306.4,45220.1,45259.0,949.2039999999996,1704254400
209,45259.1,45309.7,45235.0,45238.3,990.945,1704255300
210,45238.2,45256.6,45144.0,45192.5,1481.5850000000005,1704256200
211,45192.9,45239.8,45176.5,45218.8,714.0949999999999,1704257100
212,45218.8,45267.8,45150.0,45267.8,1535.6209999999992,1704258000
213,45267.7,45328.0,45250.7,45324.5,1287.04,1704258900
214,45323.8,45330.0,45256.6,45264.7,1003.0310000000004,1704259800
215,45264.6,45300.9,45189.9,45200.0,1153.99,1704260700
216,45200.0,45238.5,45185.0,45232.6,1317.1960000000004,1704261600
217,45232.6,45337.3,45232.5,45318.3,1436.785,1704262500
218,45318.3,45318.3,45240.1,45288.0,825.8949999999998,1704263400
219,45288.0,45405.3,45287.9,45362.7,2067.628999999999,1704264300
220,45362.8,45423.0,45310.2,45379.4,1797.515,1704265200
221,45379.5,45402.7,45324.6,45390.0,1061.494,1704266100
222,45390.1,45401.0,45155.0,45174.9,2875.768,1704267000
223,45175.0,45180.2,44960.0,45030.4,6549.639999999999,1704267900
224,45030.5,45159.0,45023.7,45089.5,3348.181999999999,1704268800
225,45089.5,45206.3,45088.8,45190.3,1916.522,1704269700
226,45190.3,45195.9,45051.6,45084.8,1785.6989999999996,1704270600
227,45084.7,45240.0,45064.0,45224.1,2029.9089999999992,1704271500
228,45224.1,45350.0,45207.5,45331.4,3081.5780000000004,1704272400
229,45331.4,45404.2,45242.6,45394.2,3379.554,1704273300
230,45394.1,45582.3,45326.6,45447.5,5592.861999999997,1704274200
231,45447.6,45460.0,45353.3,45378.7,2569.768,1704275100
232,45378.6,45420.9,45333.3,45389.3,1396.551,1704276000
233,45389.1,45414.9,45247.0,45315.7,2033.616,1704276900
234,45315.8,45344.7,45070.1,45097.8,4684.551,1704277800
235,45097.8,45199.0,45061.0,45175.7,2965.1040000000007,1704278700
236,45175.7,45205.3,44723.7,44757.0,10052.921999999997,1704279600
237,44756.9,44903.0,44320.0,44380.3,20930.697999999986,1704280500
238,44380.4,44600.0,44334.0,44525.2,11476.126999999997,1704281400
239,44525.1,44544.6,43500.0,43736.5,40994.953999999976,1704282300
240,43737.5,43738.8,40333.0,41953.2,100566.88799999988,1704283200
241,41947.1,42544.6,41894.9,42324.0,37174.22999999997,1704284100
242,42323.7,42439.7,42055.0,42171.2,17155.892999999993,1704285000
243,42171.2,42820.0,42126.7,42795.8,19531.478999999992,1704285900
244,42795.8,42827.1,42500.8,42550.1,10020.981,1704286800
245,42550.1,42704.2,42315.0,42479.5,10140.398,1704287700
246,42477.9,42699.8,42406.8,42544.0,5979.632000000001,1704288600
247,42544.0,42583.0,42310.4,42545.6,7751.123,1704289500
248,42545.6,42546.4,42262.5,42308.4,4769.206,1704290400
249,42303.6,42406.6,42062.7,42121.8,11787.889999999992,1704291300
250,42121.8,42375.0,42080.0,42369.8,6515.491999999999,1704292200
251,42369.8,42369.9,42181.1,42204.1,4166.747000000001,1704293100
252,42202.8,42483.3,42194.2,42427.0,6570.76,1704294000
253,42427.0,42483.3,42309.4,42433.2,4020.335,1704294900
254,42433.2,42529.0,42360.0,42418.6,2808.323000000001,1704295800
255,42418.6,43049.9,42362.4,43016.2,20282.25899999999,1704296700
256,43014.0,43595.9,42884.3,43277.3,24013.03499999997,1704297600
257,43277.4,43484.3,43146.4,43447.3,6402.46,1704298500
258,43447.4,43449.7,42800.0,42970.1,13318.457999999991,1704299400
259,42970.0,43097.8,42801.4,43009.2,5567.924999999999,1704300300
260,43009.1,43049.8,42820.8,42929.1,3851.696999999999,1704301200
261,42927.4,42932.8,42595.0,42794.9,8229.569999999996,1704302100
262,42794.3,42935.2,42744.0,42773.5,3071.323,1704303000
263,42773.4,42927.5,42644.8,42914.5,4784.921999999998,1704303900
264,42914.5,43064.9,42838.2,42884.8,4389.723999999999,1704304800
265,42884.9,43025.0,42741.2,42760.9,3162.1659999999997,1704305700
266,42760.8,42807.0,42500.7,42704.4,5356.237999999999,1704306600
267,42704.3,42739.3,41920.0,42267.6,13645.676999999992,1704307500
268,42267.6,42535.3,42163.9,42454.4,7786.986999999995,1704308400
269,42454.4,42681.0,42440.1,42677.8,4070.481,1704309300
270,42677.9,43040.0,42630.0,42690.0,10346.54299999999,1704310200
271,42690.0,42727.0,42551.0,42600.4,3649.5189999999993,1704311100
272,42600.4,42690.0,42517.6,42610.3,2043.595,1704312000
273,42610.3,42767.9,42604.0,42723.6,2335.668,1704312900
274,42723.5,42850.4,42642.0,42670.6,2623.608,1704313800
275,42670.5,42784.0,42663.2,42724.6,1770.615,1704314700
276,42724.7,42777.9,42585.3,42630.2,1776.9459999999997,1704315600
277,42630.3,42895.8,42624.5,42821.8,4938.330999999997,1704316500
278,42821.9,42880.0,42758.0,42870.5,2176.342,1704317400
279,42870.6,42974.5,42851.8,42927.2,2174.59,1704318300
280,42928.5,42949.2,42833.2,42925.2,2191.5850000000005,1704319200
281,42925.2,42942.8,42669.0,42693.7,2879.807,1704320100
282,42694.1,42760.0,42650.0,42656.3,1129.9709999999998,1704321000
283,42656.3,42765.8,42600.0,42753.6,940.7160000000002,1704321900
284,42753.6,42781.0,42588.1,42634.5,1901.001,1704322800
285,42634.5,42791.4,42618.5,42765.9,1431.6099999999997,1704323700
286,42765.8,42776.2,42698.9,42709.4,926.289,1704324600
287,42709.4,42857.9,42693.7,42849.5,1190.262,1704325500
288,42849.5,42960.0,42756.5,42944.4,3763.609999999999,1704326400
289,42940.9,42997.1,42800.4,42896.1,2199.307,1704327300
290,42896.1,42958.8,42852.0,42866.2,1195.044,1704328200
291,42866.1,42898.9,42821.0,42883.4,1051.3000000000002,1704329100
292,42883.4,42949.3,42820.8,42898.0,1383.676,1704330000
293,42897.3,42898.0,42625.0,42718.7,3260.084,1704330900
294,42718.7,42770.1,42636.1,42672.3,1816.99,1704331800
295,42672.3,42763.0,42653.9,42716.6,1439.16,1704332700
296,42716.6,42910.0,42700.0,42901.1,1698.203,1704333600
297,42901.0,42974.7,42868.9,42897.3,2437.766,1704334500
298,42897.3,42963.9,42875.2,42962.5,1057.25,1704335400
299,42962.4,43236.0,42959.9,43151.0,5003.557,1704336300
300,43151.1,43221.2,43082.5,43164.3,2020.584,1704337200
301,43164.3,43229.0,43030.7,43053.1,2251.006,1704338100
302,43053.1,43081.7,43013.3,43042.0,1142.269,1704339000
303,43041.9,43162.1,43039.6,43119.6,1234.6240000000005,1704339900
304,43119.6,43130.7,42966.9,43040.0,2351.427999999999,1704340800
305,43040.0,43149.9,43035.0,43135.2,1138.536,1704341700
306,43135.2,43159.1,43078.9,43104.9,758.3,1704342600
307,43104.9,43216.2,43104.9,43161.1,1167.294,1704343500
308,43161.1,43208.3,43105.9,43173.2,919.671,1704344400
309,43173.2,43218.0,43083.9,43095.8,1081.6129999999998,1704345300
310,43095.7,43290.0,43081.6,43241.0,2130.439999999999,1704346200
311,43240.9,43250.0,43132.6,43191.3,980.788,1704347100
312,43191.3,43238.9,43106.4,43118.5,1498.653,1704348000
313,43118.5,43170.0,43088.0,43137.9,1150.7279999999998,1704348900
314,43137.8,43222.0,43110.0,43207.5,1251.4050000000002,1704349800
315,43207.6,43219.5,43138.3,43163.7,765.0650000000002,1704350700
316,43163.8,43268.0,43000.0,43100.5,5490.424999999994,1704351600
317,43099.4,43119.1,42960.0,43063.5,3103.304,1704352500
318,43063.6,43181.9,42826.1,42993.8,5657.781999999999,1704353400
319,42993.4,43016.8,42765.0,42775.0,4652.556999999999,1704354300
320,42775.1,42923.0,42771.6,42870.4,2658.494,1704355200
321,42870.4,42978.3,42732.2,42948.1,3340.2830000000004,1704356100
322,42948.1,42965.9,42790.0,42801.6,2048.2300000000005,1704357000
323,42801.6,42898.0,42792.6,42858.7,1452.437,1704357900
324,42858.7,42952.9,42858.6,42877.3,1330.05,1704358800
325,42877.4,43046.0,42870.2,43002.6,2508.049,1704359700
326,43002.6,43102.8,42943.2,42967.3,2669.69,1704360600
327,42967.4,43079.7,42960.1,43020.6,1373.133,1704361500
328,43020.7,43092.8,42933.7,42950.0,1756.3310000000004,1704362400
329,42950.0,42967.8,42645.1,42797.9,5199.173999999998,1704363300
330,42797.8,43123.2,42735.9,43028.9,4892.787999999999,1704364200
331,43029.0,43102.8,43011.9,43089.5,2043.104,1704365100
332,43089.6,43169.6,43010.7,43047.0,2510.222,1704366000
333,43047.0,43145.0,42942.9,43122.5,2300.582,1704366900
334,43122.6,43255.0,43122.5,43168.4,3682.064,1704367800
335,43168.4,43229.9,43129.5,43188.2,1588.6170000000002,1704368700
336,43188.2,43263.7,43107.4,43255.3,2802.7680000000005,1704369600
337,43255.3,43450.0,43150.0,43184.8,7678.830999999998,1704370500
338,43184.9,43350.0,43136.0,43273.9,2872.155,1704371400
339,43274.0,43390.0,43273.9,43386.2,2267.278,1704372300
340,43386.2,43391.0,43286.4,43299.3,1959.5730000000003,1704373200
341,43299.3,43339.6,43223.5,43242.2,1765.5899999999997,1704374100
342,43241.9,43330.8,43166.6,43298.9,2315.781,1704375000
343,43298.8,43493.2,43271.1,43344.2,4558.789000000001,1704375900
344,43344.3,43366.0,43259.7,43304.1,2327.3279999999995,1704376800
345,43304.0,43430.9,43287.3,43333.6,2707.9149999999995,1704377700
346,43333.5,43473.5,43253.3,43466.0,2930.8610000000003,1704378600
347,43465.9,43785.9,43389.4,43674.0,13046.733999999991,1704379500
348,43674.0,43830.9,43609.5,43820.8,7200.068999999996,1704380400
349,43820.4,44215.0,43758.0,44163.8,15128.83599999999,1704381300
350,44164.5,44343.1,44048.2,44130.8,14772.462999999983,1704382200
351,44126.7,44130.7,43943.0,44050.4,5196.723999999999,1704383100
352,44050.3,44135.0,43817.1,43930.7,7597.495999999998,1704384000
353,43930.8,44062.3,43800.3,43875.8,5084.943,1704384900
354,43875.9,43960.1,43773.4,43935.4,4581.811999999998,1704385800
355,43935.3,44032.6,43866.8,43913.1,2955.119,1704386700
356,43913.2,44150.0,43841.2,44150.0,4052.212,1704387600
357,44149.8,44227.6,44023.6,44081.0,5300.581999999999,1704388500
358,44080.9,44110.0,43822.0,43829.4,4845.718999999998,1704389400
359,43829.5,44060.7,43829.4,43983.0,3679.391,1704390300
360,43983.0,44113.3,43956.0,43980.0,2068.348,1704391200
361,43980.0,44052.8,43870.0,43970.0,2412.6310000000003,1704392100
362,43970.0,44104.3,43967.7,44075.8,1770.4830000000002,1704393000
363,44075.7,44158.0,44042.4,44048.2,1660.9749999999997,1704393900
364,44048.2,44260.0,44033.3,44208.4,3630.1169999999993,1704394800
365,44208.5,44434.1,44179.2,44385.4,7004.114999999999,1704395700
366,44385.8,44437.5,44030.0,44098.2,6679.632999999998,1704396600
367,44098.2,44103.1,43904.3,43949.0,3964.778,1704397500
368,43942.1,44022.7,43887.2,43980.5,2564.0239999999994,1704398400
369,43980.5,44078.7,43940.8,44068.9,1809.504,1704399300
370,44068.9,44840.8,44060.2,44337.8,17640.868999999988,1704400200
371,44337.8,44385.9,44106.0,44116.7,5227.583,1704401100
372,44116.6,44633.0,44116.6,44303.4,10581.219999999988,1704402000
373,44302.7,44441.3,44208.8,44413.5,2255.869,1704402900
374,44413.6,44460.0,44250.6,44258.2,2433.299,1704403800
375,44258.1,44448.9,44237.6,44434.1,2148.3480000000004,1704404700
376,44434.1,44633.8,44413.1,44626.3,3463.723,1704405600
377,44626.4,44754.6,44458.9,44464.3,6255.132999999995,1704406500
378,44464.4,44467.9,44269.1,44374.0,3077.870999999999,1704407400
379,44374.1,44374.1,44130.0,44311.7,3528.2179999999994,1704408300
380,44311.8,44352.9,44177.0,44225.4,1875.981,1704409200
381,44225.5,44349.5,44214.0,44303.0,1565.3609999999996,1704410100
382,44303.1,44323.7,44125.6,44154.2,2186.606,1704411000
383,44154.1,44192.1,44043.4,44143.8,2083.777999999999,1704411900
384,44143.8,44216.6,44118.7,44192.3,1902.0030000000008,1704412800
385,44192.4,44246.7,44124.9,44212.1,2069.251,1704413700
386,44212.0,44222.5,43961.0,44096.8,3993.335999999999,1704414600
387,44095.8,44231.9,44050.7,44207.5,2081.902,1704415500
388,44207.4,44284.0,44100.2,44137.8,2886.416999999999,1704416400
389,44136.8,44136.8,43824.1,43897.4,6457.8179999999975,1704417300
390,43897.3,43958.4,43852.5,43925.9,1791.0850000000005,1704418200
391,43925.8,43925.8,42300.0,43373.5,38028.53899999996,1704419100
392,43373.1,43949.8,43321.8,43631.9,13576.091999999986,1704420000
393,43631.9,43666.0,43301.2,43305.9,5739.982999999999,1704420900
394,43306.0,43619.4,43300.8,43596.5,3444.8629999999994,1704421800
395,43596.5,43606.0,43462.0,43506.4,1824.3370000000004,1704422700
396,43506.5,43778.7,43503.3,43612.9,4365.415999999999,1704423600
397,43612.8,43630.7,43511.7,43557.0,1293.707,1704424500
398,43557.0,43580.6,43456.0,43472.9,1617.316,1704425400
399,43472.9,43541.0,43413.0,43469.0,1666.649,1704426300
400,43469.5,43550.5,43336.5,43403.7,3242.383999999999,1704427200
401,43402.1,43417.3,43193.5,43387.5,4665.96,1704428100
402,43387.6,43592.6,43330.7,43543.5,2982.971,1704429000
403,43543.5,43632.0,43531.7,43589.3,2085.7239999999997,1704429900
404,43589.3,43649.0,43530.8,43562.0,1618.9720000000002,1704430800
405,43560.6,43662.1,43558.0,43641.6,1355.9840000000002,1704431700
406,43641.5,43726.4,43613.3,43642.4,1948.68,1704432600
407,43642.4,43671.2,43510.8,43644.2,2051.775,1704433500
408,43642.6,43738.0,43631.0,43686.0,1723.5029999999997,1704434400
409,43685.9,43699.9,43596.4,43596.4,1067.9299999999998,1704435300
410,43596.4,43781.3,43573.3,43708.5,2391.0979999999995,1704436200
411,43708.5,43951.7,43680.5,43847.9,4629.246999999998,1704437100
412,43847.8,43927.8,43741.0,43844.0,2868.698,1704438000
